census_key,FIPS,Tract,Block,Tract_block
33.650999999999996_-84.367,131210072002027.00,'007200','2027','007200':'2027'
33.853_-84.367,131210100023017.00,'010002','3017','010002':'3017'
33.825_-84.367,131210094022007.00,'009402','2007','009402':'2007'
33.824_-84.367,131210094022007.00,'009402','2007','009402':'2007'
33.847_-84.367,131210096023004.00,'009602','3004','009602':'3004'
33.8_-84.367,131210002001002.00,'000200','1002','000200':'1002'
33.779_-84.367,131210013001007.00,'001300','1007','001300':'1007'
33.756_-84.367,131210029001022.00,'002900','1022','002900':'1022'
33.805_-84.367,131210002001000.00,'000200','1000','000200':'1000'
33.821_-84.367,131210094022021.00,'009402','2021','009402':'2021'
33.693000000000005_-84.367,131210070021000.00,'007002','1000','007002':'1000'
33.85_-84.367,131210100023027.00,'010002','3027','010002':'3027'
33.773_-84.367,131210013001017.00,'001300','1017','001300':'1017'
33.742_-84.367,131210050001038.00,'005000','1038','005000':'1038'
33.749_-84.367,131210032001024.00,'003200','1024','003200':'1024'
33.768_-84.367,131210017001003.00,'001700','1003','001700':'1003'
33.74_-84.367,131210050001039.00,'005000','1039','005000':'1039'
33.823_-84.367,131210094022018.00,'009402','2018','009402':'2018'
33.763000000000005_-84.367,131210017001016.00,'001700','1016','001700':'1016'
33.775999999999996_-84.367,131210013001007.00,'001300','1007','001300':'1007'
33.748000000000005_-84.367,131210032001036.00,'003200','1036','003200':'1036'
33.763000000000005_-84.368,131210017001018.00,'001700','1018','001700':'1018'
33.836_-84.368,131210096023016.00,'009602','3016','009602':'3016'
33.749_-84.368,131210032001023.00,'003200','1023','003200':'1023'
33.799_-84.368,131210002001008.00,'000200','1008','000200':'1008'
33.832_-84.368,131210096023010.00,'009602','3010','009602':'3010'
33.846_-84.368,131210096023013.00,'009602','3013','009602':'3013'
33.853_-84.368,131210100023017.00,'010002','3017','010002':'3017'
33.717_-84.368,131210069002006.00,'006900','2006','006900':'2006'
33.798_-84.368,131210002001007.00,'000200','1007','000200':'1007'
33.781_-84.368,131210013001007.00,'001300','1007','001300':'1007'
33.847_-84.368,131210100011006.00,'010001','1006','010001':'1006'
33.753_-84.368,131210119001014.00,'011900','1014','011900':'1014'
33.754_-84.368,131210119001001.00,'011900','1001','011900':'1001'
33.773_-84.368,131210013001016.00,'001300','1016','001300':'1016'
33.755_-84.368,131210029001025.00,'002900','1025','002900':'1025'
33.744_-84.368,131210050001020.00,'005000','1020','005000':'1020'
33.796_-84.368,131210002002008.00,'000200','2008','000200':'2008'
33.788000000000004_-84.368,131210002004005.00,'000200','4005','000200':'4005'
33.84_-84.368,131210096023018.00,'009602','3018','009602':'3018'
33.751999999999995_-84.368,131210032001025.00,'003200','1025','003200':'1025'
33.768_-84.368,131210017002009.00,'001700','2009','001700':'2009'
33.839_-84.368,131210096023017.00,'009602','3017','009602':'3017'
33.787_-84.369,131210002004012.00,'000200','4012','000200':'4012'
33.679_-84.369,131210073001005.00,'007300','1005','007300':'1005'
33.829_-84.369,131210093001000.00,'009300','1000','009300':'1000'
33.836_-84.369,131210096033000.00,'009603','3000','009603':'3000'
33.821999999999996_-84.369,131210094021003.00,'009402','1003','009402':'1003'
33.779_-84.369,131210013001011.00,'001300','1011','001300':'1011'
33.688_-84.369,131210070021007.00,'007002','1007','007002':'1007'
33.677_-84.369,131210073001006.00,'007300','1006','007300':'1006'
33.681_-84.369,131210073001005.00,'007300','1005','007300':'1005'
33.845_-84.369,131210096023019.00,'009602','3019','009602':'3019'
33.672_-84.369,131210073001006.00,'007300','1006','007300':'1006'
33.77_-84.369,131210017002001.00,'001700','2001','001700':'2001'
33.796_-84.369,131210002002007.00,'000200','2007','000200':'2007'
33.766999999999996_-84.369,131210017002011.00,'001700','2011','001700':'2011'
33.84_-84.369,131210096023018.00,'009602','3018','009602':'3018'
33.847_-84.369,131210100011007.00,'010001','1007','010001':'1007'
33.873000000000005_-84.369,131210100013010.00,'010001','3010','010001':'3010'
33.836999999999996_-84.369,131210096031016.00,'009603','1016','009603':'1016'
33.716_-84.369,131210064001010.00,'006400','1010','006400':'1010'
33.788000000000004_-84.369,131210002004005.00,'000200','4005','000200':'4005'
33.749_-84.369,131210032001022.00,'003200','1022','003200':'1022'
33.696999999999996_-84.369,131210070024005.00,'007002','4005','007002':'4005'
33.796_-84.37,131210002002015.00,'000200','2015','000200':'2015'
33.836999999999996_-84.37,131210096031016.00,'009603','1016','009603':'1016'
33.839_-84.37,131210096031000.00,'009603','1000','009603':'1000'
33.787_-84.37,131210002004005.00,'000200','4005','000200':'4005'
33.846_-84.37,131210100011007.00,'010001','1007','010001':'1007'
33.81_-84.37,131210092001031.00,'009200','1031','009200':'1031'
33.818000000000005_-84.37,131210094021006.00,'009402','1006','009402':'1006'
33.821999999999996_-84.37,131210094021000.00,'009402','1000','009402':'1000'
33.845_-84.37,131210100011007.00,'010001','1007','010001':'1007'
33.842_-84.37,131210096023018.00,'009602','3018','009602':'3018'
33.773_-84.37,131210013001015.00,'001300','1015','001300':'1015'
33.844_-84.37,131210096023019.00,'009602','3019','009602':'3019'
33.753_-84.37,131210119001011.00,'011900','1011','011900':'1011'
33.751999999999995_-84.37,131210119001011.00,'011900','1011','011900':'1011'
33.849000000000004_-84.37,131210100011007.00,'010001','1007','010001':'1007'
33.769_-84.37,131210017002004.00,'001700','2004','001700':'2004'
33.679_-84.37,131210073001005.00,'007300','1005','007300':'1005'
33.775999999999996_-84.37,131210013001013.00,'001300','1013','001300':'1013'
33.746_-84.37,131210050001010.00,'005000','1010','005000':'1010'
33.843_-84.37,131210096023019.00,'009602','3019','009602':'3019'
33.847_-84.37,131210100011007.00,'010001','1007','010001':'1007'
33.694_-84.37,131210070021000.00,'007002','1000','007002':'1000'
33.692_-84.37,131210070021005.00,'007002','1005','007002':'1005'
33.768_-84.37,131210017002009.00,'001700','2009','001700':'2009'
33.797_-84.37100000000001,131210002001010.00,'000200','1010','000200':'1010'
33.775999999999996_-84.37100000000001,131210013003000.00,'001300','3000','001300':'3000'
33.756_-84.37100000000001,131210029001030.00,'002900','1030','002900':'1030'
33.774_-84.37100000000001,131210013003000.00,'001300','3000','001300':'3000'
33.773_-84.37100000000001,131210013001015.00,'001300','1015','001300':'1015'
33.823_-84.37100000000001,131210094021000.00,'009402','1000','009402':'1000'
33.772_-84.37100000000001,131210013001015.00,'001300','1015','001300':'1015'
33.843_-84.37100000000001,131210096023019.00,'009602','3019','009602':'3019'
33.673_-84.37100000000001,131210073001006.00,'007300','1006','007300':'1006'
33.759_-84.37100000000001,131210029001014.00,'002900','1014','002900':'1014'
33.681_-84.37100000000001,131210073001005.00,'007300','1005','007300':'1005'
33.77_-84.37100000000001,131210017002001.00,'001700','2001','001700':'2001'
33.836999999999996_-84.37100000000001,131210096031016.00,'009603','1016','009603':'1016'
33.751999999999995_-84.37100000000001,131210119001010.00,'011900','1010','011900':'1010'
33.841_-84.37100000000001,131210096031000.00,'009603','1000','009603':'1000'
33.844_-84.37100000000001,131210100011006.00,'010001','1006','010001':'1006'
33.696_-84.37100000000001,131210070021000.00,'007002','1000','007002':'1000'
33.751_-84.37200000000001,131210119001027.00,'011900','1027','011900':'1027'
33.751999999999995_-84.37200000000001,131210119001020.00,'011900','1020','011900':'1020'
33.746_-84.37200000000001,131210050001011.00,'005000','1011','005000':'1011'
33.77_-84.37200000000001,131210017002002.00,'001700','2002','001700':'2002'
33.771_-84.37200000000001,131210017002002.00,'001700','2002','001700':'2002'
33.845_-84.37200000000001,131210100011007.00,'010001','1007','010001':'1007'
33.842_-84.37200000000001,131210096031000.00,'009603','1000','009603':'1000'
33.846_-84.37200000000001,131210100011007.00,'010001','1007','010001':'1007'
33.754_-84.37200000000001,131210119001005.00,'011900','1005','011900':'1005'
33.765_-84.37200000000001,131210017001009.00,'001700','1009','001700':'1009'
33.82_-84.37299999999999,131210093002000.00,'009300','2000','009300':'2000'
33.759_-84.37299999999999,131210029001015.00,'002900','1015','002900':'1015'
33.844_-84.37299999999999,131210096011001.00,'009601','1001','009601':'1001'
33.746_-84.37299999999999,131210050001012.00,'005000','1012','005000':'1012'
33.760999999999996_-84.37299999999999,131210029001007.00,'002900','1007','002900':'1007'
33.764_-84.37299999999999,131210017001011.00,'001700','1011','001700':'1011'
33.842_-84.37299999999999,131210096031001.00,'009603','1001','009603':'1001'
33.773_-84.37299999999999,131210013001019.00,'001300','1019','001300':'1019'
33.745_-84.37299999999999,131210050001013.00,'005000','1013','005000':'1013'
33.805_-84.37299999999999,131210092001040.00,'009200','1040','009200':'1040'
33.848_-84.37299999999999,131210100011007.00,'010001','1007','010001':'1007'
33.753_-84.37299999999999,131210119001017.00,'011900','1017','011900':'1017'
33.771_-84.37299999999999,131210018002000.00,'001800','2000','001800':'2000'
33.774_-84.37299999999999,131210013003005.00,'001300','3005','001300':'3005'
33.847_-84.37299999999999,131210100011007.00,'010001','1007','010001':'1007'
33.84_-84.37299999999999,131210096031001.00,'009603','1001','009603':'1001'
33.709_-84.37299999999999,131210070024000.00,'007002','4000','007002':'4000'
33.836_-84.37299999999999,131210096033000.00,'009603','3000','009603':'3000'
33.751999999999995_-84.374,131210119001024.00,'011900','1024','011900':'1024'
33.769_-84.374,131210018002002.00,'001800','2002','001800':'2002'
33.844_-84.374,131210096011001.00,'009601','1001','009601':'1001'
33.804_-84.374,131210092001037.00,'009200','1037','009200':'1037'
33.812_-84.374,131210092001020.00,'009200','1020','009200':'1020'
33.808_-84.374,131210092001031.00,'009200','1031','009200':'1031'
33.705999999999996_-84.374,131210070024001.00,'007002','4001','007002':'4001'
33.778_-84.374,131210013002007.00,'001300','2007','001300':'2007'
33.836999999999996_-84.374,131210096033000.00,'009603','3000','009603':'3000'
33.756_-84.374,131210029001032.00,'002900','1032','002900':'1032'
33.775_-84.374,131210013003004.00,'001300','3004','001300':'3004'
33.803000000000004_-84.374,131210092001036.00,'009200','1036','009200':'1036'
33.763000000000005_-84.374,131210017001021.00,'001700','1021','001700':'1021'
33.755_-84.374,131210029001033.00,'002900','1033','002900':'1033'
33.759_-84.374,131210029001016.00,'002900','1016','002900':'1016'
33.845_-84.374,131210096011001.00,'009601','1001','009601':'1001'
33.754_-84.374,131210119001007.00,'011900','1007','011900':'1007'
33.745_-84.374,131210049002007.00,'004900','2007','004900':'2007'
33.809_-84.374,131210092001031.00,'009200','1031','009200':'1031'
33.751_-84.374,131210119001024.00,'011900','1024','011900':'1024'
33.818000000000005_-84.374,131210093002000.00,'009300','2000','009300':'2000'
33.754_-84.375,131210119001008.00,'011900','1008','011900':'1008'
33.736999999999995_-84.375,131210049002032.00,'004900','2032','004900':'2032'
33.808_-84.375,131210092001031.00,'009200','1031','009200':'1031'
33.707_-84.375,131210070024000.00,'007002','4000','007002':'4000'
33.755_-84.375,131210028002005.00,'002800','2005','002800':'2005'
33.708_-84.375,131210067001000.00,'006700','1000','006700':'1000'
33.689_-84.375,131210070013006.00,'007001','3006','007001':'3006'
33.848_-84.375,131210096012001.00,'009601','2001','009601':'2001'
33.773_-84.375,131210013003005.00,'001300','3005','001300':'3005'
33.725_-84.375,131210053003006.00,'005300','3006','005300':'3006'
33.84_-84.375,131210096031002.00,'009603','1002','009603':'1002'
33.774_-84.375,131210013003005.00,'001300','3005','001300':'3005'
33.762_-84.375,131210018001012.00,'001800','1012','001800':'1012'
33.874_-84.376,131210101142022.00,'010114','2022','010114':'2022'
33.747_-84.376,131210035001008.00,'003500','1008','003500':'1008'
33.768_-84.376,131210018002002.00,'001800','2002','001800':'2002'
33.836_-84.376,131210096033002.00,'009603','3002','009603':'3002'
33.704_-84.376,131210070024008.00,'007002','4008','007002':'4008'
33.835_-84.376,131210096033002.00,'009603','3002','009603':'3002'
33.84_-84.376,131210096031002.00,'009603','1002','009603':'1002'
33.741_-84.376,131210049002019.00,'004900','2019','004900':'2019'
33.754_-84.376,131210119001009.00,'011900','1009','011900':'1009'
33.795_-84.376,131210005002003.00,'000500','2003','000500':'2003'
33.757_-84.376,131210028002000.00,'002800','2000','002800':'2000'
33.75_-84.376,131210119001028.00,'011900','1028','011900':'1028'
33.746_-84.376,131210049002001.00,'004900','2001','004900':'2001'
33.726_-84.376,131210053003006.00,'005300','3006','005300':'3006'
33.760999999999996_-84.376,131210028001000.00,'002800','1000','002800':'1000'
33.753_-84.376,131210119001015.00,'011900','1015','011900':'1015'
33.751_-84.376,131210119001029.00,'011900','1029','011900':'1029'
33.875_-84.376,131210101142022.00,'010114','2022','010114':'2022'
33.754_-84.37700000000001,131210119002066.00,'011900','2066','011900':'2066'
33.749_-84.37700000000001,131210035001001.00,'003500','1001','003500':'1001'
33.836999999999996_-84.37700000000001,131210096033003.00,'009603','3003','009603':'3003'
33.705999999999996_-84.37700000000001,131210070024002.00,'007002','4002','007002':'4002'
33.725_-84.37700000000001,131210053003009.00,'005300','3009','005300':'3009'
33.668_-84.37700000000001,131210073001022.00,'007300','1022','007300':'1022'
33.748000000000005_-84.37700000000001,131210035001001.00,'003500','1001','003500':'1001'
33.838_-84.37700000000001,131210096031012.00,'009603','1012','009603':'1012'
33.773_-84.37700000000001,131210013003007.00,'001300','3007','001300':'3007'
33.718_-84.37700000000001,131210064001003.00,'006400','1003','006400':'1003'
33.747_-84.37700000000001,131210035001009.00,'003500','1009','003500':'1009'
33.704_-84.37700000000001,131210070024008.00,'007002','4008','007002':'4008'
33.664_-84.37700000000001,131210073001023.00,'007300','1023','007300':'1023'
33.716_-84.37700000000001,131210064001016.00,'006400','1016','006400':'1016'
33.709_-84.37700000000001,131210067001035.00,'006700','1035','006700':'1035'
33.66_-84.37799999999999,131210072002003.00,'007200','2003','007200':'2003'
33.765_-84.37799999999999,131210018001002.00,'001800','1002','001800':'1002'
33.673_-84.37799999999999,131210073001015.00,'007300','1015','007300':'1015'
33.838_-84.37799999999999,131210096031011.00,'009603','1011','009603':'1011'
33.766_-84.37799999999999,131210018001002.00,'001800','1002','001800':'1002'
33.778_-84.37799999999999,131210012011008.00,'001201','1008','001201':'1008'
33.704_-84.37799999999999,131210070023000.00,'007002','3000','007002':'3000'
33.84_-84.37799999999999,131210096031003.00,'009603','1003','009603':'1003'
33.777_-84.37799999999999,131210012011008.00,'001201','1008','001201':'1008'
33.736_-84.37799999999999,131210053002002.00,'005300','2002','005300':'2002'
33.746_-84.37799999999999,131210049002003.00,'004900','2003','004900':'2003'
33.812_-84.37799999999999,131210091022004.00,'009102','2004','009102':'2004'
33.772_-84.37799999999999,131210012012008.00,'001201','2008','001201':'2008'
33.77_-84.37799999999999,131210018003002.00,'001800','3002','001800':'3002'
33.785_-84.37799999999999,131210004002006.00,'000400','2006','000400':'2006'
33.782_-84.37799999999999,131210011003000.00,'001100','3000','001100':'3000'
33.843_-84.37799999999999,131210096011004.00,'009601','1004','009601':'1004'
33.783_-84.37799999999999,131210011003000.00,'001100','3000','001100':'3000'
33.71_-84.37799999999999,131210067001001.00,'006700','1001','006700':'1001'
33.751_-84.37799999999999,131210119002066.00,'011900','2066','011900':'2066'
33.748000000000005_-84.37799999999999,131210035001001.00,'003500','1001','003500':'1001'
